Unnamed: 0,file_name,stem,extension,path,relative_path,size_mb,modified_at,expected_name,expected_file_name,expected_stem,expected_date_token,expected_sector,expected_sector_candidates,expected_stem_candidates,date_warning,rename_status,destination_status,destination_rule,destination_folder,destination_date_folder,destination_file_name,destination_path,review_reason,destination_exists,duplicate_destination,destination_file_key,destination_stem_key,folder_month_key,folder_key,exists_file_name_in_mosaic,exists_stem_in_mosaic,folder_exists_in_mosaic,folder_month_exists_in_mosaic
10,GEOSP-TRN-002615_GS_ORTOFOTO_ESTACION DE MONITOREO N°2_13-05-2026.tif,GEOSP-TRN-002615_GS_ORTOFOTO_ESTACION DE MONITOREO N°2_13-05-2026,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002615_GS_ORTOFOTO_ESTACION DE MONITOREO N°2_13-05-2026.tif,SOLO_TIF_19May26\GEOSP-TRN-002615_GS_ORTOFOTO_ESTACION DE MONITOREO N°2_13-05-2026.tif,531.553,2026-06-05 11:46:15,CL_MLP_PAO_IF_Ortho_26_05_13_estacion_de_monitoreo_n_2,CL_MLP_PAO_IF_Ortho_26_05_13_estacion_de_monitoreo_n_2.tif,CL_MLP_PAO_IF_Ortho_26_05_13_estacion_de_monitoreo_n_2,26_05_13,estacion_de_monitoreo_n_2,estacion_de_monitoreo_n_2,CL_MLP_PAO_IF_Ortho_26_05_13_estacion_de_monitoreo_n_2,,ok,ready,sector_dictionary,El_Mauro_Drone,26_05,CL_MLP_PAO_IF_Ortho_26_05_13_estacion_de_monitoreo_n_2.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\El_Mauro_Drone\26_05\CL_MLP_PAO_IF_Ortho_26_05_13_estacion_de_monitoreo_n_2.tif,,False,False,cl_mlp_pao_if_ortho_26_05_13_estacion_de_monitoreo_n_2_tif,cl_mlp_pao_if_ortho_26_05_13_estacion_de_monitoreo_n_2,el_mauro_drone_26_05,el_mauro_drone,False,False,True,True
11,GEOSP-TRN-002616_GS_ORTOFOTO_ACCESO POZOS PRP_130526.tif,GEOSP-TRN-002616_GS_ORTOFOTO_ACCESO POZOS PRP_130526,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002616_GS_ORTOFOTO_ACCESO POZOS PRP_130526.tif,SOLO_TIF_19May26\GEOSP-TRN-002616_GS_ORTOFOTO_ACCESO POZOS PRP_130526.tif,399.55,2026-06-05 11:46:24,CL_MLP_PAO_IF_Ortho_26_05_13_acceso_pozos_prp,CL_MLP_PAO_IF_Ortho_26_05_13_acceso_pozos_prp.tif,CL_MLP_PAO_IF_Ortho_26_05_13_acceso_pozos_prp,26_05_13,acceso_pozos_prp,acceso_pozos_prp,CL_MLP_PAO_IF_Ortho_26_05_13_acceso_pozos_prp,,ok,ready,sector_dictionary,El_Mauro_Drone,26_05,CL_MLP_PAO_IF_Ortho_26_05_13_acceso_pozos_prp.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\El_Mauro_Drone\26_05\CL_MLP_PAO_IF_Ortho_26_05_13_acceso_pozos_prp.tif,,False,False,cl_mlp_pao_if_ortho_26_05_13_acceso_pozos_prp_tif,cl_mlp_pao_if_ortho_26_05_13_acceso_pozos_prp,el_mauro_drone_26_05,el_mauro_drone,False,False,True,True
12,GEOSP-TRN-002617_GS_ORTOFOTO_SUBESTACION_EL MAURO_PRIORIDAD 1_13_05_26.tif,GEOSP-TRN-002617_GS_ORTOFOTO_SUBESTACION_EL MAURO_PRIORIDAD 1_13_05_26,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002617_GS_ORTOFOTO_SUBESTACION_EL MAURO_PRIORIDAD 1_13_05_26.tif,SOLO_TIF_19May26\GEOSP-TRN-002617_GS_ORTOFOTO_SUBESTACION_EL MAURO_PRIORIDAD 1_13_05_26.tif,954.304,2026-06-05 11:46:33,CL_MLP_PAO_IF_Ortho_26_05_13_subestacion_el_mauro,CL_MLP_PAO_IF_Ortho_26_05_13_subestacion_el_mauro.tif,CL_MLP_PAO_IF_Ortho_26_05_13_subestacion_el_mauro,26_05_13,subestacion_el_mauro,subestacion_el_mauro,CL_MLP_PAO_IF_Ortho_26_05_13_subestacion_el_mauro,,ok,ready,sector_dictionary,Chacay_El_Mauro_Drone,26_05,CL_MLP_PAO_IF_Ortho_26_05_13_subestacion_el_mauro.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Chacay_El_Mauro_Drone\26_05\CL_MLP_PAO_IF_Ortho_26_05_13_subestacion_el_mauro.tif,,False,False,cl_mlp_pao_if_ortho_26_05_13_subestacion_el_mauro_tif,cl_mlp_pao_if_ortho_26_05_13_subestacion_el_mauro,chacay_el_mauro_drone_26_05,chacay_el_mauro_drone,False,False,True,True
13,GEOSP-TRN-002618_GS_ORTOFOTO_EM2-2_13-05-2026.tif,GEOSP-TRN-002618_GS_ORTOFOTO_EM2-2_13-05-2026,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002618_GS_ORTOFOTO_EM2-2_13-05-2026.tif,SOLO_TIF_19May26\GEOSP-TRN-002618_GS_ORTOFOTO_EM2-2_13-05-2026.tif,156.937,2026-06-05 11:46:35,CL_MLP_PAO_IF_Ortho_26_05_13_em2_2,CL_MLP_PAO_IF_Ortho_26_05_13_em2_2.tif,CL_MLP_PAO_IF_Ortho_26_05_13_em2_2,26_05_13,em2_2,em2_2,CL_MLP_PAO_IF_Ortho_26_05_13_em2_2,,ok,ready,sector_dictionary,Chacay_El_Mauro_Drone,26_05,CL_MLP_PAO_IF_Ortho_26_05_13_em2_2.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Chacay_El_Mauro_Drone\26_05\CL_MLP_PAO_IF_Ortho_26_05_13_em2_2.tif,,False,False,cl_mlp_pao_if_ortho_26_05_13_em2_2_tif,cl_mlp_pao_if_ortho_26_05_13_em2_2,chacay_el_mauro_drone_26_05,chacay_el_mauro_drone,False,False,True,True
14,GEOSP-TRN-002619_GS_ORTOFOTO_EBD_130526.tif,GEOSP-TRN-002619_GS_ORTOFOTO_EBD_130526,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002619_GS_ORTOFOTO_EBD_130526.tif,SOLO_TIF_19May26\GEOSP-TRN-002619_GS_ORTOFOTO_EBD_130526.tif,213.754,2026-06-05 11:46:39,CL_MLP_PAO_IF_Ortho_26_05_13_ebd,CL_MLP_PAO_IF_Ortho_26_05_13_ebd.tif,CL_MLP_PAO_IF_Ortho_26_05_13_ebd,26_05_13,ebd,ebd,CL_MLP_PAO_IF_Ortho_26_05_13_ebd,,ok,ready,sector_dictionary,El_Mauro_Drone,26_05,CL_MLP_PAO_IF_Ortho_26_05_13_ebd.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\El_Mauro_Drone\26_05\CL_MLP_PAO_IF_Ortho_26_05_13_ebd.tif,,False,False,cl_mlp_pao_if_ortho_26_05_13_ebd_tif,cl_mlp_pao_if_ortho_26_05_13_ebd,el_mauro_drone_26_05,el_mauro_drone,False,False,True,True
15,GEOSP-TRN-002620_GS_ORTOFOTO_ED2_13-05-2026.tif,GEOSP-TRN-002620_GS_ORTOFOTO_ED2_13-05-2026,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002620_GS_ORTOFOTO_ED2_13-05-2026.tif,SOLO_TIF_19May26\GEOSP-TRN-002620_GS_ORTOFOTO_ED2_13-05-2026.tif,820.834,2026-06-05 11:46:48,CL_MLP_PAO_IF_Ortho_26_05_13_ed2,CL_MLP_PAO_IF_Ortho_26_05_13_ed2.tif,CL_MLP_PAO_IF_Ortho_26_05_13_ed2,26_05_13,ed2,ed2,CL_MLP_PAO_IF_Ortho_26_05_13_ed2,,ok,ready,sector_dictionary,Chacay_El_Mauro_Drone,26_05,CL_MLP_PAO_IF_Ortho_26_05_13_ed2.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Chacay_El_Mauro_Drone\26_05\CL_MLP_PAO_IF_Ortho_26_05_13_ed2.tif,,False,False,cl_mlp_pao_if_ortho_26_05_13_ed2_tif,cl_mlp_pao_if_ortho_26_05_13_ed2,chacay_el_mauro_drone_26_05,chacay_el_mauro_drone,False,False,True,True
16,GEOSP-TRN-002621_GS_ORTOFOTO_ESTACION DE BOMBEO Nº3_13_05_26.tif,GEOSP-TRN-002621_GS_ORTOFOTO_ESTACION DE BOMBEO Nº3_13_05_26,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002621_GS_ORTOFOTO_ESTACION DE BOMBEO Nº3_13_05_26.tif,SOLO_TIF_19May26\GEOSP-TRN-002621_GS_ORTOFOTO_ESTACION DE BOMBEO Nº3_13_05_26.tif,56.175,2026-06-05 11:46:51,CL_MLP_PAO_IF_Ortho_26_05_13_estacion_de_bombeo_no3,CL_MLP_PAO_IF_Ortho_26_05_13_estacion_de_bombeo_no3.tif,CL_MLP_PAO_IF_Ortho_26_05_13_estacion_de_bombeo_no3,26_05_13,estacion_de_bombeo_no3,estacion_de_bombeo_no3,CL_MLP_PAO_IF_Ortho_26_05_13_estacion_de_bombeo_no3,,ok,ready,sector_dictionary,El_Mauro_Drone,26_05,CL_MLP_PAO_IF_Ortho_26_05_13_estacion_de_bombeo_no3.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\El_Mauro_Drone\26_05\CL_MLP_PAO_IF_Ortho_26_05_13_estacion_de_bombeo_no3.tif,,False,False,cl_mlp_pao_if_ortho_26_05_13_estacion_de_bombeo_no3_tif,cl_mlp_pao_if_ortho_26_05_13_estacion_de_bombeo_no3,el_mauro_drone_26_05,el_mauro_drone,False,False,True,True
17,GEOSP-TRN-002622_GS_ORTOFOTO_POZOS PRP_130526.tif,GEOSP-TRN-002622_GS_ORTOFOTO_POZOS PRP_130526,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002622_GS_ORTOFOTO_POZOS PRP_130526.tif,SOLO_TIF_19May26\GEOSP-TRN-002622_GS_ORTOFOTO_POZOS PRP_130526.tif,29.052,2026-06-05 11:46:53,CL_MLP_PAO_IF_Ortho_26_05_13_pozos_prp,CL_MLP_PAO_IF_Ortho_26_05_13_pozos_prp.tif,CL_MLP_PAO_IF_Ortho_26_05_13_pozos_prp,26_05_13,pozos_prp,pozos_prp,CL_MLP_PAO_IF_Ortho_26_05_13_pozos_prp,,ok,ready,sector_dictionary,El_Mauro_Drone,26_05,CL_MLP_PAO_IF_Ortho_26_05_13_pozos_prp.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\El_Mauro_Drone\26_05\CL_MLP_PAO_IF_Ortho_26_05_13_pozos_prp.tif,,False,False,cl_mlp_pao_if_ortho_26_05_13_pozos_prp_tif,cl_mlp_pao_if_ortho_26_05_13_pozos_prp,el_mauro_drone_26_05,el_mauro_drone,False,False,True,True
18,GEOSP-TRN-002623_GS_ORTOFOTO_ESTACIÓN INTERMEDIA 3_13-05-2026.tif,GEOSP-TRN-002623_GS_ORTOFOTO_ESTACIÓN INTERMEDIA 3_13-05-2026,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002623_GS_ORTOFOTO_ESTACIÓN INTERMEDIA 3_13-05-2026.tif,SOLO_TIF_19May26\GEOSP-TRN-002623_GS_ORTOFOTO_ESTACIÓN INTERMEDIA 3_13-05-2026.tif,1813.409,2026-06-05 11:47:08,CL_MLP_PAO_IF_Ortho_26_05_13_estacion_intermedia_3,CL_MLP_PAO_IF_Ortho_26_05_13_estacion_intermedia_3.tif,CL_MLP_PAO_IF_Ortho_26_05_13_estacion_intermedia_3,26_05_13,estacion_intermedia_3,estacion_intermedia_3,CL_MLP_PAO_IF_Ortho_26_05_13_estacion_intermedia_3,,ok,ready,sector_dictionary,Chacay_El_Mauro_Drone,26_05,CL_MLP_PAO_IF_Ortho_26_05_13_estacion_intermedia_3.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Chacay_El_Mauro_Drone\26_05\CL_MLP_PAO_IF_Ortho_26_05_13_estacion_intermedia_3.tif,,False,False,cl_mlp_pao_if_ortho_26_05_13_estacion_intermedia_3_tif,cl_mlp_pao_if_ortho_26_05_13_estacion_intermedia_3,chacay_el_mauro_drone_26_05,chacay_el_mauro_drone,False,False,True,True
19,GEOSP-TRN-002627_GS_ORTOFOTO_EM3_14-05-2026.tif,GEOSP-TRN-002627_GS_ORTOFOTO_EM3_14-05-2026,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002627_GS_ORTOFOTO_EM3_14-05-2026.tif,SOLO_TIF_19May26\GEOSP-TRN-002627_GS_ORTOFOTO_EM3_14-05-2026.tif,1021.143,2026-06-05 11:47:19,CL_MLP_PAO_IF_Ortho_26_05_14_em3,CL_MLP_PAO_IF_Ortho_26_05_14_em3.tif,CL_MLP_PAO_IF_Ortho_26_05_14_em3,26_05_14,em3,em3,CL_MLP_PAO_IF_Ortho_26_05_14_em3,,ok,ready,sector_dictionary,Chacay_El_Mauro_Drone,26_05,CL_MLP_PAO_IF_Ortho_26_05_14_em3.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Chacay_El_Mauro_Drone\26_05\CL_MLP_PAO_IF_Ortho_26_05_14_em3.tif,,False,False,cl_mlp_pao_if_ortho_26_05_14_em3_tif,cl_mlp_pao_if_ortho_26_05_14_em3,chacay_el_mauro_drone_26_05,chacay_el_mauro_drone,False,False,True,True
20,GEOSP-TRN-002629_GS_ORTOFOTO_Camino alternativo Salamanca_ (Prioridad 22)_14_05_26.tif,GEOSP-TRN-002629_GS_ORTOFOTO_Camino alternativo Salamanca_ (Prioridad 22)_14_05_26,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002629_GS_ORTOFOTO_Camino alternativo Salamanca_ (Prioridad 22)_14_05_26.tif,SOLO_TIF_19May26\GEOSP-TRN-002629_GS_ORTOFOTO_Camino alternativo Salamanca_ (Prioridad 22)_14_05_26.tif,56.639,2026-06-05 11:47:23,CL_MLP_PAO_IF_Ortho_26_05_14_camino_alternativo_salamanca,CL_MLP_PAO_IF_Ortho_26_05_14_camino_alternativo_salamanca.tif,CL_MLP_PAO_IF_Ortho_26_05_14_camino_alternativo_salamanca,26_05_14,camino_alternativo_salamanca,camino_alternativo_salamanca,CL_MLP_PAO_IF_Ortho_26_05_14_camino_alternativo_salamanca,,ok,ready,sector_dictionary,El_Mauro_Drone,26_05,CL_MLP_PAO_IF_Ortho_26_05_14_camino_alternativo_salamanca.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\El_Mauro_Drone\26_05\CL_MLP_PAO_IF_Ortho_26_05_14_camino_alternativo_salamanca.tif,,False,False,cl_mlp_pao_if_ortho_26_05_14_camino_alternativo_salamanca_tif,cl_mlp_pao_if_ortho_26_05_14_camino_alternativo_salamanca,el_mauro_drone_26_05,el_mauro_drone,False,False,True,True
22,GEOSP-TRN-002631_GS_ORTOFOTO_EM4_14-05-2026.tif,GEOSP-TRN-002631_GS_ORTOFOTO_EM4_14-05-2026,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002631_GS_ORTOFOTO_EM4_14-05-2026.tif,SOLO_TIF_19May26\GEOSP-TRN-002631_GS_ORTOFOTO_EM4_14-05-2026.tif,2073.665,2026-06-05 11:47:46,CL_MLP_PAO_IF_Ortho_26_05_14_em4,CL_MLP_PAO_IF_Ortho_26_05_14_em4.tif,CL_MLP_PAO_IF_Ortho_26_05_14_em4,26_05_14,em4,em4,CL_MLP_PAO_IF_Ortho_26_05_14_em4,,ok,ready,sector_dictionary,El_Mauro_Drone,26_05,CL_MLP_PAO_IF_Ortho_26_05_14_em4.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\El_Mauro_Drone\26_05\CL_MLP_PAO_IF_Ortho_26_05_14_em4.tif,,False,False,cl_mlp_pao_if_ortho_26_05_14_em4_tif,cl_mlp_pao_if_ortho_26_05_14_em4,el_mauro_drone_26_05,el_mauro_drone,False,False,True,True
25,GEOSP-TRN-002642_GS_ORTOFOTO_EV1_15-05-2026.tif,GEOSP-TRN-002642_GS_ORTOFOTO_EV1_15-05-2026,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002642_GS_ORTOFOTO_EV1_15-05-2026.tif,SOLO_TIF_19May26\GEOSP-TRN-002642_GS_ORTOFOTO_EV1_15-05-2026.tif,721.83,2026-06-05 11:47:59,CL_MLP_PAO_IF_Ortho_26_05_15_ev1,CL_MLP_PAO_IF_Ortho_26_05_15_ev1.tif,CL_MLP_PAO_IF_Ortho_26_05_15_ev1,26_05_15,ev1,ev1,CL_MLP_PAO_IF_Ortho_26_05_15_ev1,,ok,ready,sector_dictionary,Chacay_El_Mauro_Drone,26_05,CL_MLP_PAO_IF_Ortho_26_05_15_ev1.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Chacay_El_Mauro_Drone\26_05\CL_MLP_PAO_IF_Ortho_26_05_15_ev1.tif,,False,False,cl_mlp_pao_if_ortho_26_05_15_ev1_tif,cl_mlp_pao_if_ortho_26_05_15_ev1,chacay_el_mauro_drone_26_05,chacay_el_mauro_drone,False,False,True,True
26,GEOSP-TRN-002643_GS_Ortofoto_Estacion Cabecera (Prioridad 25)_15_05_26.tif,GEOSP-TRN-002643_GS_Ortofoto_Estacion Cabecera (Prioridad 25)_15_05_26,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002643_GS_Ortofoto_Estacion Cabecera (Prioridad 25)_15_05_26.tif,SOLO_TIF_19May26\GEOSP-TRN-002643_GS_Ortofoto_Estacion Cabecera (Prioridad 25)_15_05_26.tif,88.752,2026-06-05 11:48:02,CL_MLP_PAO_IF_Ortho_26_05_15_Estacion_Cabecera,CL_MLP_PAO_IF_Ortho_26_05_15_Estacion_Cabecera.tif,CL_MLP_PAO_IF_Ortho_26_05_15_Estacion_Cabecera,26_05_15,Estacion_Cabecera,Estacion_Cabecera|Estacion_Cabecera,CL_MLP_PAO_IF_Ortho_26_05_15_Estacion_Cabecera|CL_MLP_PAO_IF_Ortho_26_05_15_Estacion_Cabecera,,ok,ready,sector_dictionary,Chacay_Drone,26_05,CL_MLP_PAO_IF_Ortho_26_05_15_Estacion_Cabecera.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Chacay_Drone\26_05\CL_MLP_PAO_IF_Ortho_26_05_15_Estacion_Cabecera.tif,,False,False,cl_mlp_pao_if_ortho_26_05_15_estacion_cabecera_tif,cl_mlp_pao_if_ortho_26_05_15_estacion_cabecera,chacay_drone_26_05,chacay_drone,False,False,True,True
27,GEOSP-TRN-002647_GS_ORTOFOTO_TORRES E48 A E84_16-05-2026.tif,GEOSP-TRN-002647_GS_ORTOFOTO_TORRES E48 A E84_16-05-2026,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002647_GS_ORTOFOTO_TORRES E48 A E84_16-05-2026.tif,SOLO_TIF_19May26\GEOSP-TRN-002647_GS_ORTOFOTO_TORRES E48 A E84_16-05-2026.tif,1225.743,2026-06-05 11:48:16,CL_MLP_PAO_IF_Ortho_26_05_16_torres_e48_a_e84,CL_MLP_PAO_IF_Ortho_26_05_16_torres_e48_a_e84.tif,CL_MLP_PAO_IF_Ortho_26_05_16_torres_e48_a_e84,26_05_16,torres_e48_a_e84,torres_e48_a_e84,CL_MLP_PAO_IF_Ortho_26_05_16_torres_e48_a_e84,,ok,ready,sector_dictionary,Chacay_El_Mauro_Drone,26_05,CL_MLP_PAO_IF_Ortho_26_05_16_torres_e48_a_e84.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Chacay_El_Mauro_Drone\26_05\CL_MLP_PAO_IF_Ortho_26_05_16_torres_e48_a_e84.tif,,False,False,cl_mlp_pao_if_ortho_26_05_16_torres_e48_a_e84_tif,cl_mlp_pao_if_ortho_26_05_16_torres_e48_a_e84,chacay_el_mauro_drone_26_05,chacay_el_mauro_drone,False,False,True,True
28,GEOSP-TRN-002652_GS_ORTOFOTO_EV2_170526.tif,GEOSP-TRN-002652_GS_ORTOFOTO_EV2_170526,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002652_GS_ORTOFOTO_EV2_170526.tif,SOLO_TIF_19May26\GEOSP-TRN-002652_GS_ORTOFOTO_EV2_170526.tif,190.375,2026-06-05 11:48:27,CL_MLP_PAO_IF_Ortho_26_05_17_ev2,CL_MLP_PAO_IF_Ortho_26_05_17_ev2.tif,CL_MLP_PAO_IF_Ortho_26_05_17_ev2,26_05_17,ev2,ev2,CL_MLP_PAO_IF_Ortho_26_05_17_ev2,,ok,ready,sector_dictionary,El_Mauro_Puerto_Punta_Chungo_Drone,26_05,CL_MLP_PAO_IF_Ortho_26_05_17_ev2.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\El_Mauro_Puerto_Punta_Chungo_Drone\26_05\CL_MLP_PAO_IF_Ortho_26_05_17_ev2.tif,,False,False,cl_mlp_pao_if_ortho_26_05_17_ev2_tif,cl_mlp_pao_if_ortho_26_05_17_ev2,el_mauro_puerto_punta_chungo_drone_26_05,el_mauro_puerto_punta_chungo_drone,False,False,True,True
29,GEOSP-TRN-002655_GS_ORTOFOTO_EDT_17-05-2026.tif,GEOSP-TRN-002655_GS_ORTOFOTO_EDT_17-05-2026,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002655_GS_ORTOFOTO_EDT_17-05-2026.tif,SOLO_TIF_19May26\GEOSP-TRN-002655_GS_ORTOFOTO_EDT_17-05-2026.tif,21.961,2026-06-05 11:48:29,CL_MLP_PAO_IF_Ortho_26_05_17_edt,CL_MLP_PAO_IF_Ortho_26_05_17_edt.tif,CL_MLP_PAO_IF_Ortho_26_05_17_edt,26_05_17,edt,edt,CL_MLP_PAO_IF_Ortho_26_05_17_edt,,ok,ready,sector_dictionary,Puerto_Punta_Chungo_Drone,26_05,CL_MLP_PAO_IF_Ortho_26_05_17_edt.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Puerto_Punta_Chungo_Drone\26_05\CL_MLP_PAO_IF_Ortho_26_05_17_edt.tif,,False,False,cl_mlp_pao_if_ortho_26_05_17_edt_tif,cl_mlp_pao_if_ortho_26_05_17_edt,puerto_punta_chungo_drone_26_05,puerto_punta_chungo_drone,False,False,True,True
31,GEOSP-TRN-002660_GS_ORTOFOTO_EM1_150526.tif,GEOSP-TRN-002660_GS_ORTOFOTO_EM1_150526,.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002660_GS_ORTOFOTO_EM1_150526.tif,SOLO_TIF_19May26\GEOSP-TRN-002660_GS_ORTOFOTO_EM1_150526.tif,138.719,2026-06-05 11:48:41,CL_MLP_PAO_IF_Ortho_26_05_15_em1,CL_MLP_PAO_IF_Ortho_26_05_15_em1.tif,CL_MLP_PAO_IF_Ortho_26_05_15_em1,26_05_15,em1,em1,CL_MLP_PAO_IF_Ortho_26_05_15_em1,,ok,ready,sector_dictionary,Chacay_Drone,26_05,CL_MLP_PAO_IF_Ortho_26_05_15_em1.tif,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Chacay_Drone\26_05\CL_MLP_PAO_IF_Ortho_26_05_15_em1.tif,,False,False,cl_mlp_pao_if_ortho_26_05_15_em1_tif,cl_mlp_pao_if_ortho_26_05_15_em1,chacay_drone_26_05,chacay_drone,False,False,True,True
