"file_name","relative_path","size_mb","date_token","sector_candidates","possible_mosaic_stems","matched_mosaic_stems","analysis_status"
"GEOSP-TRN-002588_1001-03-T-CS-202-5600-C-DW-11502[000].tif","20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-002588_1001-03-T-CS-202-5600-C-DW-11502[000].tif","5.468",,"","","","descartar_posible_plano"
"GEOSP-TRN-002590_1001-03-T-CS-202-5600-C-DW-11506[000].tif","20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\GEOSP-TRN-002590_1001-03-T-CS-202-5600-C-DW-11506[000].tif","3.543",,"","","","descartar_posible_plano"
"SIN_ID_GS_ORTOFOTO_ESTACION DE VALVULAS N°1 (prioridad 14)_29_05_26_.tif","20260206_Geosupport_primera entrega\SOLO_TIF_02Jun26\SIN_ID_GS_ORTOFOTO_ESTACION DE VALVULAS N°1 (prioridad 14)_29_05_26_.tif","717.701","26_05_29","sin_id_estacion_de_valvulas_n_1","cl_mlp_pao_if_ortho_26_05_29_sin_id_estacion_de_valvulas_n_1","","candidata_revisar_insertar"
"GEOSP-TRN-002511_GS_Ortofoto Estación Cabeceras (EC)_01_05_26.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002511_GS_Ortofoto Estación Cabeceras (EC)_01_05_26.tif","79.159","26_05_01","estacion_cabeceras_ec|estacion_cabecera","cl_mlp_pao_if_ortho_26_05_01_estacion_cabeceras_ec|cl_mlp_pao_if_ortho_26_05_01_estacion_cabecera","","candidata_revisar_insertar"
"GEOSP-TRN-002545_GS_ORTOFOTO_EB3_06-05-26.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002545_GS_ORTOFOTO_EB3_06-05-26.tif","11.012","26_05_06","eb3","cl_mlp_pao_if_ortho_26_05_06_eb3","","candidata_revisar_insertar"
"GEOSP-TRN-002546_GS_ORTOFOTO_SSEE_06-05-26.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002546_GS_ORTOFOTO_SSEE_06-05-26.tif","762.001","26_05_06","ssee|subestacion-el-mauro_a_e35","cl_mlp_pao_if_ortho_26_05_06_ssee|cl_mlp_pao_if_ortho_26_05_06_subestacion-el-mauro_a_e35","","candidata_revisar_insertar"
"GEOSP-TRN-002555_GS_Ortofoto_Tramo 2 Línea 33 kV E-085 – E-125_06-05-26.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002555_GS_Ortofoto_Tramo 2 Línea 33 kV E-085 – E-125_06-05-26.tif","640.965","26_05_06","tramo_2_linea_33_kv_e_085_e_125","cl_mlp_pao_if_ortho_26_05_06_tramo_2_linea_33_kv_e_085_e_125","","candidata_revisar_insertar"
"GEOSP-TRN-002591_GS_Ortofoto ED1_10-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002591_GS_Ortofoto ED1_10-05-2026.tif","63.628","26_05_10","ed1","cl_mlp_pao_if_ortho_26_05_10_ed1","","candidata_revisar_insertar"
"GEOSP-TRN-002592_GS_Ortofoto_Helipuerto Mauro MLP_10-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002592_GS_Ortofoto_Helipuerto Mauro MLP_10-05-2026.tif","102.047","26_05_10","helipuerto_mauro_mlp|helipuerto_mauro","cl_mlp_pao_if_ortho_26_05_10_helipuerto_mauro_mlp|cl_mlp_pao_if_ortho_26_05_10_helipuerto_mauro","","candidata_revisar_insertar"
"GEOSP-TRN-002593_GS_ORTOFOTO_PATIO 19B_10-05-26.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002593_GS_ORTOFOTO_PATIO 19B_10-05-26.tif","156.844","26_05_10","patio_19b","cl_mlp_pao_if_ortho_26_05_10_patio_19b","","candidata_revisar_insertar"
"GEOSP-TRN-002603_ORTOFOTO_CORTADA_EM2_100526.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002603_ORTOFOTO_CORTADA_EM2_100526.tif","71.19","26_05_10","em2","cl_mlp_pao_if_ortho_26_05_10_em2","","candidata_revisar_insertar"
"GEOSP-TRN-002604_GS_Ortofoto_Tramo 2 Línea 33 kV E-048 – E-084_07-05-26.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002604_GS_Ortofoto_Tramo 2 Línea 33 kV E-048 – E-084_07-05-26.tif","3217.563","26_05_07","tramo_2_linea_33_kv_e_048_e_084","cl_mlp_pao_if_ortho_26_05_07_tramo_2_linea_33_kv_e_048_e_084","","candidata_revisar_insertar"
"GEOSP-TRN-002606_GS_Ortofoto_Tramo 1 Línea 33 kV E-125 – ML EB2_10-05-26.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002606_GS_Ortofoto_Tramo 1 Línea 33 kV E-125 – ML EB2_10-05-26.tif","264.282","26_05_10","tramo_1_linea_33_kv_e_125_ml_eb2|eb2","cl_mlp_pao_if_ortho_26_05_10_tramo_1_linea_33_kv_e_125_ml_eb2|cl_mlp_pao_if_ortho_26_05_10_eb2","","candidata_revisar_insertar"
"GEOSP-TRN-002615_GS_ORTOFOTO_ESTACION DE MONITOREO N°2_13-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002615_GS_ORTOFOTO_ESTACION DE MONITOREO N°2_13-05-2026.tif","531.553","26_05_13","estacion_de_monitoreo_n_2|em2","cl_mlp_pao_if_ortho_26_05_13_estacion_de_monitoreo_n_2|cl_mlp_pao_if_ortho_26_05_13_em2","","candidata_revisar_insertar"
"GEOSP-TRN-002616_GS_ORTOFOTO_ACCESO POZOS PRP_130526.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002616_GS_ORTOFOTO_ACCESO POZOS PRP_130526.tif","399.55","26_05_13","acceso_pozos_prp|pozos_prp|acceso_a_pozos","cl_mlp_pao_if_ortho_26_05_13_acceso_pozos_prp|cl_mlp_pao_if_ortho_26_05_13_pozos_prp|cl_mlp_pao_if_ortho_26_05_13_acceso_a_pozos","","candidata_revisar_insertar"
"GEOSP-TRN-002617_GS_ORTOFOTO_SUBESTACION_EL MAURO_PRIORIDAD 1_13_05_26.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002617_GS_ORTOFOTO_SUBESTACION_EL MAURO_PRIORIDAD 1_13_05_26.tif","954.304","26_05_13","subestacion_el_mauro","cl_mlp_pao_if_ortho_26_05_13_subestacion_el_mauro","","candidata_revisar_insertar"
"GEOSP-TRN-002618_GS_ORTOFOTO_EM2-2_13-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002618_GS_ORTOFOTO_EM2-2_13-05-2026.tif","156.937","26_05_13","em2_2|em2_s2|em2","cl_mlp_pao_if_ortho_26_05_13_em2_2|cl_mlp_pao_if_ortho_26_05_13_em2_s2|cl_mlp_pao_if_ortho_26_05_13_em2","","candidata_revisar_insertar"
"GEOSP-TRN-002619_GS_ORTOFOTO_EBD_130526.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002619_GS_ORTOFOTO_EBD_130526.tif","213.754","26_05_13","ebd","cl_mlp_pao_if_ortho_26_05_13_ebd","","candidata_revisar_insertar"
"GEOSP-TRN-002620_GS_ORTOFOTO_ED2_13-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002620_GS_ORTOFOTO_ED2_13-05-2026.tif","820.834","26_05_13","ed2","cl_mlp_pao_if_ortho_26_05_13_ed2","","candidata_revisar_insertar"
"GEOSP-TRN-002621_GS_ORTOFOTO_ESTACION DE BOMBEO Nº3_13_05_26.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002621_GS_ORTOFOTO_ESTACION DE BOMBEO Nº3_13_05_26.tif","56.175","26_05_13","estacion_de_bombeo_n_3|eb3","cl_mlp_pao_if_ortho_26_05_13_estacion_de_bombeo_n_3|cl_mlp_pao_if_ortho_26_05_13_eb3","","candidata_revisar_insertar"
"GEOSP-TRN-002622_GS_ORTOFOTO_POZOS PRP_130526.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002622_GS_ORTOFOTO_POZOS PRP_130526.tif","29.052","26_05_13","pozos_prp","cl_mlp_pao_if_ortho_26_05_13_pozos_prp","","candidata_revisar_insertar"
"GEOSP-TRN-002623_GS_ORTOFOTO_ESTACIÓN INTERMEDIA 3_13-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002623_GS_ORTOFOTO_ESTACIÓN INTERMEDIA 3_13-05-2026.tif","1813.409","26_05_13","estacion_intermedia_3|estacion_intermedia","cl_mlp_pao_if_ortho_26_05_13_estacion_intermedia_3|cl_mlp_pao_if_ortho_26_05_13_estacion_intermedia","","candidata_revisar_insertar"
"GEOSP-TRN-002627_GS_ORTOFOTO_EM3_14-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002627_GS_ORTOFOTO_EM3_14-05-2026.tif","1021.143","26_05_14","em3","cl_mlp_pao_if_ortho_26_05_14_em3","","candidata_revisar_insertar"
"GEOSP-TRN-002629_GS_ORTOFOTO_Camino alternativo Salamanca_ (Prioridad 22)_14_05_26.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002629_GS_ORTOFOTO_Camino alternativo Salamanca_ (Prioridad 22)_14_05_26.tif","56.639","26_05_14","camino_alternativo_salamanca","cl_mlp_pao_if_ortho_26_05_14_camino_alternativo_salamanca","","candidata_revisar_insertar"
"GEOSP-TRN-002630_GD_ORTOFOTO_Tramo 2 linea 22 KV E-35 - E48_14-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002630_GD_ORTOFOTO_Tramo 2 linea 22 KV E-35 - E48_14-05-2026.tif","650.561",,"","","","revisar_sin_fecha"
"GEOSP-TRN-002631_GS_ORTOFOTO_EM4_14-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002631_GS_ORTOFOTO_EM4_14-05-2026.tif","2073.665","26_05_14","em4","cl_mlp_pao_if_ortho_26_05_14_em4","","candidata_revisar_insertar"
"GEOSP-TRN-002635_GS_ORTOFOTO_HELIPUERTO MAURO_150526.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002635_GS_ORTOFOTO_HELIPUERTO MAURO_150526.tif","85.96","26_05_15","helipuerto_mauro","cl_mlp_pao_if_ortho_26_05_15_helipuerto_mauro","","candidata_revisar_insertar"
"GEOSP-TRN-002636_GS_ORTOFOTO_HELIPUERTO MAURO_150526.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002636_GS_ORTOFOTO_HELIPUERTO MAURO_150526.tif","85.96","26_05_15","helipuerto_mauro","cl_mlp_pao_if_ortho_26_05_15_helipuerto_mauro","","candidata_revisar_insertar"
"GEOSP-TRN-002642_GS_ORTOFOTO_EV1_15-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002642_GS_ORTOFOTO_EV1_15-05-2026.tif","721.83","26_05_15","ev1","cl_mlp_pao_if_ortho_26_05_15_ev1","","candidata_revisar_insertar"
"GEOSP-TRN-002643_GS_Ortofoto_Estacion Cabecera (Prioridad 25)_15_05_26.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002643_GS_Ortofoto_Estacion Cabecera (Prioridad 25)_15_05_26.tif","88.752","26_05_15","estacion_cabecera","cl_mlp_pao_if_ortho_26_05_15_estacion_cabecera","","candidata_revisar_insertar"
"GEOSP-TRN-002647_GS_ORTOFOTO_TORRES E48 A E84_16-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002647_GS_ORTOFOTO_TORRES E48 A E84_16-05-2026.tif","1225.743",,"","","","revisar_sin_fecha"
"GEOSP-TRN-002652_GS_ORTOFOTO_EV2_170526.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002652_GS_ORTOFOTO_EV2_170526.tif","190.375","26_05_17","ev2","cl_mlp_pao_if_ortho_26_05_17_ev2","","candidata_revisar_insertar"
"GEOSP-TRN-002655_GS_ORTOFOTO_EDT_17-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002655_GS_ORTOFOTO_EDT_17-05-2026.tif","21.961","26_05_17","edt","cl_mlp_pao_if_ortho_26_05_17_edt","","candidata_revisar_insertar"
"GEOSP-TRN-002656_GD_ORTOFOTO_Tramo 2 linea 22 KV E-35 - E48_14-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002656_GD_ORTOFOTO_Tramo 2 linea 22 KV E-35 - E48_14-05-2026.tif","650.561",,"","","","revisar_sin_fecha"
"GEOSP-TRN-002660_GS_ORTOFOTO_EM1_150526.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002660_GS_ORTOFOTO_EM1_150526.tif","138.719","26_05_15","em1","cl_mlp_pao_if_ortho_26_05_15_em1","","candidata_revisar_insertar"
"GEOSP-TRN-002665_ORTOFOTO_LINEA 33KV E-085-E125 ( Prioridad 7)_16_16_05_26.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002665_ORTOFOTO_LINEA 33KV E-085-E125 ( Prioridad 7)_16_16_05_26.tif","1158.81",,"","","","revisar_sin_fecha"
