"file_name","relative_path","size_mb","date_token","sector_candidates","possible_mosaic_stems","matched_mosaic_stems","analysis_status"
"GEOSP-TRN-002591_GS_Ortofoto ED1_10-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002591_GS_Ortofoto ED1_10-05-2026.tif","63.628","26_05_10","gs_ortofoto_ed1","cl_mlp_pao_if_ortho_26_05_10_gs_ortofoto_ed1","","candidata_revisar_insertar"
"GEOSP-TRN-002592_GS_Ortofoto_Helipuerto Mauro MLP_10-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002592_GS_Ortofoto_Helipuerto Mauro MLP_10-05-2026.tif","102.047","26_05_10","gs_ortofoto_helipuerto_mauro_mlp|helipuerto_mauro","cl_mlp_pao_if_ortho_26_05_10_gs_ortofoto_helipuerto_mauro_mlp|cl_mlp_pao_if_ortho_26_05_10_helipuerto_mauro","","candidata_revisar_insertar"
"GEOSP-TRN-002593_GS_ORTOFOTO_PATIO 19B_10-05-26.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002593_GS_ORTOFOTO_PATIO 19B_10-05-26.tif","156.844","26_05_10","gs_ortofoto_patio_19b|patio_19b","cl_mlp_pao_if_ortho_26_05_10_gs_ortofoto_patio_19b|cl_mlp_pao_if_ortho_26_05_10_patio_19b","","candidata_revisar_insertar"
"GEOSP-TRN-002603_ORTOFOTO_CORTADA_EM2_100526.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002603_ORTOFOTO_CORTADA_EM2_100526.tif","71.19","26_05_10","ortofoto_cortada_em2","cl_mlp_pao_if_ortho_26_05_10_ortofoto_cortada_em2","","candidata_revisar_insertar"
"GEOSP-TRN-002604_GS_Ortofoto_Tramo 2 Línea 33 kV E-048 – E-084_07-05-26.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002604_GS_Ortofoto_Tramo 2 Línea 33 kV E-048 – E-084_07-05-26.tif","3217.563","05_07_84","gs_ortofoto_tramo_2_linea_33_kv_e_048_e_0_26","cl_mlp_pao_if_ortho_05_07_84_gs_ortofoto_tramo_2_linea_33_kv_e_048_e_0_26","","candidata_revisar_insertar"
"GEOSP-TRN-002606_GS_Ortofoto_Tramo 1 Línea 33 kV E-125 – ML EB2_10-05-26.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002606_GS_Ortofoto_Tramo 1 Línea 33 kV E-125 – ML EB2_10-05-26.tif","264.282","26_05_10","gs_ortofoto_tramo_1_linea_33_kv_e_125_ml_eb2","cl_mlp_pao_if_ortho_26_05_10_gs_ortofoto_tramo_1_linea_33_kv_e_125_ml_eb2","","candidata_revisar_insertar"
"GEOSP-TRN-002615_GS_ORTOFOTO_ESTACION DE MONITOREO N°2_13-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002615_GS_ORTOFOTO_ESTACION DE MONITOREO N°2_13-05-2026.tif","531.553","26_05_13","gs_ortofoto_estacion_de_monitoreo_n_2","cl_mlp_pao_if_ortho_26_05_13_gs_ortofoto_estacion_de_monitoreo_n_2","","candidata_revisar_insertar"
"GEOSP-TRN-002616_GS_ORTOFOTO_ACCESO POZOS PRP_130526.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002616_GS_ORTOFOTO_ACCESO POZOS PRP_130526.tif","399.55","26_05_13","gs_ortofoto_acceso_pozos_prp|pozos_prp|acceso_a_pozos","cl_mlp_pao_if_ortho_26_05_13_gs_ortofoto_acceso_pozos_prp|cl_mlp_pao_if_ortho_26_05_13_pozos_prp|cl_mlp_pao_if_ortho_26_05_13_acceso_a_pozos","","candidata_revisar_insertar"
"GEOSP-TRN-002617_GS_ORTOFOTO_SUBESTACION_EL MAURO_PRIORIDAD 1_13_05_26.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002617_GS_ORTOFOTO_SUBESTACION_EL MAURO_PRIORIDAD 1_13_05_26.tif","954.304","26_05_13","gs_ortofoto_subestacion_el_mauro_prioridad_1","cl_mlp_pao_if_ortho_26_05_13_gs_ortofoto_subestacion_el_mauro_prioridad_1","","candidata_revisar_insertar"
"GEOSP-TRN-002618_GS_ORTOFOTO_EM2-2_13-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002618_GS_ORTOFOTO_EM2-2_13-05-2026.tif","156.937","26_05_13","gs_ortofoto_em2_2","cl_mlp_pao_if_ortho_26_05_13_gs_ortofoto_em2_2","","candidata_revisar_insertar"
"GEOSP-TRN-002619_GS_ORTOFOTO_EBD_130526.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002619_GS_ORTOFOTO_EBD_130526.tif","213.754","26_05_13","gs_ortofoto_ebd","cl_mlp_pao_if_ortho_26_05_13_gs_ortofoto_ebd","","candidata_revisar_insertar"
"GEOSP-TRN-002620_GS_ORTOFOTO_ED2_13-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002620_GS_ORTOFOTO_ED2_13-05-2026.tif","820.834","26_05_13","gs_ortofoto_ed2","cl_mlp_pao_if_ortho_26_05_13_gs_ortofoto_ed2","","candidata_revisar_insertar"
"GEOSP-TRN-002621_GS_ORTOFOTO_ESTACION DE BOMBEO Nº3_13_05_26.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002621_GS_ORTOFOTO_ESTACION DE BOMBEO Nº3_13_05_26.tif","56.175","26_05_13","gs_ortofoto_estacion_de_bombeo_n_3|eb3","cl_mlp_pao_if_ortho_26_05_13_gs_ortofoto_estacion_de_bombeo_n_3|cl_mlp_pao_if_ortho_26_05_13_eb3","","candidata_revisar_insertar"
"GEOSP-TRN-002622_GS_ORTOFOTO_POZOS PRP_130526.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002622_GS_ORTOFOTO_POZOS PRP_130526.tif","29.052","26_05_13","gs_ortofoto_pozos_prp|pozos_prp","cl_mlp_pao_if_ortho_26_05_13_gs_ortofoto_pozos_prp|cl_mlp_pao_if_ortho_26_05_13_pozos_prp","","candidata_revisar_insertar"
"GEOSP-TRN-002623_GS_ORTOFOTO_ESTACIÓN INTERMEDIA 3_13-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002623_GS_ORTOFOTO_ESTACIÓN INTERMEDIA 3_13-05-2026.tif","1813.409","26_05_13","gs_ortofoto_estacion_intermedia_3|estacion_intermedia","cl_mlp_pao_if_ortho_26_05_13_gs_ortofoto_estacion_intermedia_3|cl_mlp_pao_if_ortho_26_05_13_estacion_intermedia","","candidata_revisar_insertar"
"GEOSP-TRN-002627_GS_ORTOFOTO_EM3_14-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002627_GS_ORTOFOTO_EM3_14-05-2026.tif","1021.143","26_05_14","gs_ortofoto_em3","cl_mlp_pao_if_ortho_26_05_14_gs_ortofoto_em3","","candidata_revisar_insertar"
"GEOSP-TRN-002629_GS_ORTOFOTO_Camino alternativo Salamanca_ (Prioridad 22)_14_05_26.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002629_GS_ORTOFOTO_Camino alternativo Salamanca_ (Prioridad 22)_14_05_26.tif","56.639","26_05_14","gs_ortofoto_camino_alternativo_salamanca|camino_alternativo_salamanca","cl_mlp_pao_if_ortho_26_05_14_gs_ortofoto_camino_alternativo_salamanca|cl_mlp_pao_if_ortho_26_05_14_camino_alternativo_salamanca","","candidata_revisar_insertar"
"GEOSP-TRN-002630_GD_ORTOFOTO_Tramo 2 linea 22 KV E-35 - E48_14-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002630_GD_ORTOFOTO_Tramo 2 linea 22 KV E-35 - E48_14-05-2026.tif","650.561","26_05_14","gd_ortofoto_tramo_2_linea_22_kv_e_35_e48|torres_e35_a_e48","cl_mlp_pao_if_ortho_26_05_14_gd_ortofoto_tramo_2_linea_22_kv_e_35_e48|cl_mlp_pao_if_ortho_26_05_14_torres_e35_a_e48","","candidata_revisar_insertar"
"GEOSP-TRN-002631_GS_ORTOFOTO_EM4_14-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002631_GS_ORTOFOTO_EM4_14-05-2026.tif","2073.665","26_05_14","gs_ortofoto_em4","cl_mlp_pao_if_ortho_26_05_14_gs_ortofoto_em4","","candidata_revisar_insertar"
"GEOSP-TRN-002635_GS_ORTOFOTO_HELIPUERTO MAURO_150526.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002635_GS_ORTOFOTO_HELIPUERTO MAURO_150526.tif","85.96","26_05_15","gs_ortofoto_helipuerto_mauro|helipuerto_mauro","cl_mlp_pao_if_ortho_26_05_15_gs_ortofoto_helipuerto_mauro|cl_mlp_pao_if_ortho_26_05_15_helipuerto_mauro","","candidata_revisar_insertar"
"GEOSP-TRN-002636_GS_ORTOFOTO_HELIPUERTO MAURO_150526.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002636_GS_ORTOFOTO_HELIPUERTO MAURO_150526.tif","85.96","26_05_15","gs_ortofoto_helipuerto_mauro|helipuerto_mauro","cl_mlp_pao_if_ortho_26_05_15_gs_ortofoto_helipuerto_mauro|cl_mlp_pao_if_ortho_26_05_15_helipuerto_mauro","","candidata_revisar_insertar"
"GEOSP-TRN-002642_GS_ORTOFOTO_EV1_15-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002642_GS_ORTOFOTO_EV1_15-05-2026.tif","721.83","26_05_15","gs_ortofoto_ev1","cl_mlp_pao_if_ortho_26_05_15_gs_ortofoto_ev1","","candidata_revisar_insertar"
"GEOSP-TRN-002643_GS_Ortofoto_Estacion Cabecera (Prioridad 25)_15_05_26.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002643_GS_Ortofoto_Estacion Cabecera (Prioridad 25)_15_05_26.tif","88.752","26_05_15","gs_ortofoto_estacion_cabecera|estacion_cabecera","cl_mlp_pao_if_ortho_26_05_15_gs_ortofoto_estacion_cabecera|cl_mlp_pao_if_ortho_26_05_15_estacion_cabecera","","candidata_revisar_insertar"
"GEOSP-TRN-002647_GS_ORTOFOTO_TORRES E48 A E84_16-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002647_GS_ORTOFOTO_TORRES E48 A E84_16-05-2026.tif","1225.743","26_05_16","gs_ortofoto_torres_e48_a_e84|torres_e48_a_e84","cl_mlp_pao_if_ortho_26_05_16_gs_ortofoto_torres_e48_a_e84|cl_mlp_pao_if_ortho_26_05_16_torres_e48_a_e84","","candidata_revisar_insertar"
"GEOSP-TRN-002652_GS_ORTOFOTO_EV2_170526.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002652_GS_ORTOFOTO_EV2_170526.tif","190.375","26_05_17","gs_ortofoto_ev2","cl_mlp_pao_if_ortho_26_05_17_gs_ortofoto_ev2","","candidata_revisar_insertar"
"GEOSP-TRN-002655_GS_ORTOFOTO_EDT_17-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002655_GS_ORTOFOTO_EDT_17-05-2026.tif","21.961","26_05_17","gs_ortofoto_edt","cl_mlp_pao_if_ortho_26_05_17_gs_ortofoto_edt","","candidata_revisar_insertar"
"GEOSP-TRN-002656_GD_ORTOFOTO_Tramo 2 linea 22 KV E-35 - E48_14-05-2026.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002656_GD_ORTOFOTO_Tramo 2 linea 22 KV E-35 - E48_14-05-2026.tif","650.561","26_05_14","gd_ortofoto_tramo_2_linea_22_kv_e_35_e48|torres_e35_a_e48","cl_mlp_pao_if_ortho_26_05_14_gd_ortofoto_tramo_2_linea_22_kv_e_35_e48|cl_mlp_pao_if_ortho_26_05_14_torres_e35_a_e48","","candidata_revisar_insertar"
"GEOSP-TRN-002660_GS_ORTOFOTO_EM1_150526.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002660_GS_ORTOFOTO_EM1_150526.tif","138.719","26_05_15","gs_ortofoto_em1","cl_mlp_pao_if_ortho_26_05_15_gs_ortofoto_em1","","candidata_revisar_insertar"
"GEOSP-TRN-002665_ORTOFOTO_LINEA 33KV E-085-E125 ( Prioridad 7)_16_16_05_26.tif","20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002665_ORTOFOTO_LINEA 33KV E-085-E125 ( Prioridad 7)_16_16_05_26.tif","1158.81","05_16_16","ortofoto_linea_33kv_e_085_e125_26|torres_e85_a_e_125","cl_mlp_pao_if_ortho_05_16_16_ortofoto_linea_33kv_e_085_e125_26|cl_mlp_pao_if_ortho_05_16_16_torres_e85_a_e_125","","candidata_revisar_insertar"
