file_name,stem,extension,path,relative_path,size_mb,modified_at,match_key,exists_in_mosaic,expected_name,expected_file_name,expected_stem,expected_date_token,expected_sector,rename_status,expected_name_exists_in_mosaic,matched_mosaic_source_field,matched_mosaic_path,matched_mosaic_file_name,matched_mosaic_stem,load_status
DJI_20250820094443_0007_V.JPG,DJI_20250820094443_0007_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094443_0007_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094443_0007_V.JPG,1.226,2026-06-11 10:59:25,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-trn-000901\dji_20250820094443_0007_v.jpg,False,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094443_0007_V,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094443_0007_V.tif,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094443_0007_V,25_08_20,DJI_094443_0007_V,ok,False,,,,,nueva_candidata
DJI_20250820094445_0008_V.JPG,DJI_20250820094445_0008_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094445_0008_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094445_0008_V.JPG,1.217,2026-06-11 10:59:25,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-trn-000901\dji_20250820094445_0008_v.jpg,False,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094445_0008_V,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094445_0008_V.tif,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094445_0008_V,25_08_20,DJI_094445_0008_V,ok,False,,,,,nueva_candidata
DJI_20250820094447_0009_V.JPG,DJI_20250820094447_0009_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094447_0009_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094447_0009_V.JPG,1.22,2026-06-11 10:59:25,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-trn-000901\dji_20250820094447_0009_v.jpg,False,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094447_0009_V,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094447_0009_V.tif,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094447_0009_V,25_08_20,DJI_094447_0009_V,ok,False,,,,,nueva_candidata
DJI_20250820094449_0010_V.JPG,DJI_20250820094449_0010_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094449_0010_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094449_0010_V.JPG,1.229,2026-06-11 10:59:26,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-trn-000901\dji_20250820094449_0010_v.jpg,False,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094449_0010_V,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094449_0010_V.tif,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094449_0010_V,25_08_20,DJI_094449_0010_V,ok,False,,,,,nueva_candidata
DJI_20250820094451_0011_V.JPG,DJI_20250820094451_0011_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094451_0011_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094451_0011_V.JPG,1.241,2026-06-11 10:59:26,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-trn-000901\dji_20250820094451_0011_v.jpg,False,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094451_0011_V,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094451_0011_V.tif,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094451_0011_V,25_08_20,DJI_094451_0011_V,ok,False,,,,,nueva_candidata
DJI_20250820094454_0012_V.JPG,DJI_20250820094454_0012_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094454_0012_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094454_0012_V.JPG,1.23,2026-06-11 10:59:26,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-trn-000901\dji_20250820094454_0012_v.jpg,False,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094454_0012_V,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094454_0012_V.tif,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094454_0012_V,25_08_20,DJI_094454_0012_V,ok,False,,,,,nueva_candidata
DJI_20250820094456_0013_V.JPG,DJI_20250820094456_0013_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094456_0013_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094456_0013_V.JPG,1.242,2026-06-11 10:59:26,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-trn-000901\dji_20250820094456_0013_v.jpg,False,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094456_0013_V,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094456_0013_V.tif,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094456_0013_V,25_08_20,DJI_094456_0013_V,ok,False,,,,,nueva_candidata
DJI_20250820094500_0014_V.JPG,DJI_20250820094500_0014_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094500_0014_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094500_0014_V.JPG,1.241,2026-06-11 10:59:27,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-trn-000901\dji_20250820094500_0014_v.jpg,False,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094500_0014_V,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094500_0014_V.tif,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094500_0014_V,25_08_20,DJI_094500_0014_V,ok,False,,,,,nueva_candidata
DJI_20250820094504_0015_V.JPG,DJI_20250820094504_0015_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094504_0015_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094504_0015_V.JPG,1.224,2026-06-11 10:59:27,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-trn-000901\dji_20250820094504_0015_v.jpg,False,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094504_0015_V,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094504_0015_V.tif,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094504_0015_V,25_08_20,DJI_094504_0015_V,ok,False,,,,,nueva_candidata
DJI_20250820094507_0016_V.JPG,DJI_20250820094507_0016_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094507_0016_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094507_0016_V.JPG,1.183,2026-06-11 10:59:27,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-trn-000901\dji_20250820094507_0016_v.jpg,False,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094507_0016_V,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094507_0016_V.tif,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094507_0016_V,25_08_20,DJI_094507_0016_V,ok,False,,,,,nueva_candidata
DJI_20250820094511_0017_V.JPG,DJI_20250820094511_0017_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094511_0017_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094511_0017_V.JPG,1.189,2026-06-11 10:59:28,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-trn-000901\dji_20250820094511_0017_v.jpg,False,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094511_0017_V,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094511_0017_V.tif,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094511_0017_V,25_08_20,DJI_094511_0017_V,ok,False,,,,,nueva_candidata
DJI_20250820094514_0018_V.JPG,DJI_20250820094514_0018_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094514_0018_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094514_0018_V.JPG,1.185,2026-06-11 10:59:28,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-trn-000901\dji_20250820094514_0018_v.jpg,False,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094514_0018_V,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094514_0018_V.tif,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094514_0018_V,25_08_20,DJI_094514_0018_V,ok,False,,,,,nueva_candidata
DJI_20250820094517_0019_V.JPG,DJI_20250820094517_0019_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094517_0019_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094517_0019_V.JPG,1.174,2026-06-11 10:59:28,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-trn-000901\dji_20250820094517_0019_v.jpg,False,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094517_0019_V,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094517_0019_V.tif,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094517_0019_V,25_08_20,DJI_094517_0019_V,ok,False,,,,,nueva_candidata
DJI_20250820094521_0020_V.JPG,DJI_20250820094521_0020_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094521_0020_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094521_0020_V.JPG,1.133,2026-06-11 10:59:28,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-trn-000901\dji_20250820094521_0020_v.jpg,False,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094521_0020_V,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094521_0020_V.tif,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094521_0020_V,25_08_20,DJI_094521_0020_V,ok,False,,,,,nueva_candidata
DJI_20250820094523_0021_V.JPG,DJI_20250820094523_0021_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094523_0021_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094523_0021_V.JPG,1.127,2026-06-11 10:59:29,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-trn-000901\dji_20250820094523_0021_v.jpg,False,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094523_0021_V,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094523_0021_V.tif,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094523_0021_V,25_08_20,DJI_094523_0021_V,ok,False,,,,,nueva_candidata
DJI_20250820094528_0022_V.JPG,DJI_20250820094528_0022_V,.jpg,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094528_0022_V.JPG,20260206_Geosupport_primera entrega\SOLO_JPG_02Jun26\GEOSP-TRN-000901\DJI_20250820094528_0022_V.JPG,1.116,2026-06-11 10:59:29,\\amssclgis10.ams.gmams.cl\cl_mlp_pao\vuelos_drone_sin_procesar\input\20260206_geosupport_primera entrega\solo_jpg_02jun26\geosp-trn-000901\dji_20250820094528_0022_v.jpg,False,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094528_0022_V,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094528_0022_V.tif,CL_MLP_PAO_IF_Ortho_25_08_20_DJI_094528_0022_V,25_08_20,DJI_094528_0022_V,ok,False,,,,,nueva_candidata
