ready_for_datastore,review_reason,path,relative_path,file_name,expected_file_name,original_expected_file_name,expected_name,expected_date_token,destination_date_folder,expected_sector,sector_source,rename_status,spatial_status,spatial_sector_raw,spatial_sector,spatial_overlap_pct,spatial_overlap_count,spatial_all_matches,duplicate_expected_file_name,duplicate_sequence,duplicate_was_resolved,size_mb,modified_at
True,cruza_multiples_sectores,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002615_GS_ORTOFOTO_ESTACION DE MONITOREO N°2_13-05-2026.tif,SOLO_TIF_19May26\GEOSP-TRN-002615_GS_ORTOFOTO_ESTACION DE MONITOREO N°2_13-05-2026.tif,GEOSP-TRN-002615_GS_ORTOFOTO_ESTACION DE MONITOREO N°2_13-05-2026.tif,CL_MLP_PAO_IF_Ortho_26_05_13_DME9-PA12-IIFF8.tif,CL_MLP_PAO_IF_Ortho_26_05_13_DME9-PA12-IIFF8.tif,CL_MLP_PAO_IF_Ortho_26_05_13_DME9-PA12-IIFF8,26_05_13,26_05,DME9-PA12-IIFF8,spatial_sector,ok,ok,DME9-PA12-IIFF8,DME9-PA12-IIFF8,33.47238474557736,11,DME9-PA12-IIFF8:33.47|EM2:32.56|EM2:31.98|DME9_PA12_IIFF8:31.25|DME9-PA12-IIFF8:29.99|DME9-PA12-IIFF8:29.03|EM2:13.55|EM2:13.54|EM2:12.50|DME9_PA12_IIFF8_1:12.47|EM2:12.33,False,,False,531.553,2026-06-05 11:46:15
True,cruza_multiples_sectores,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002616_GS_ORTOFOTO_ACCESO POZOS PRP_130526.tif,SOLO_TIF_19May26\GEOSP-TRN-002616_GS_ORTOFOTO_ACCESO POZOS PRP_130526.tif,GEOSP-TRN-002616_GS_ORTOFOTO_ACCESO POZOS PRP_130526.tif,CL_MLP_PAO_IF_Ortho_26_05_13_Subestacion-El-Mauro_A_E35.tif,CL_MLP_PAO_IF_Ortho_26_05_13_Subestacion-El-Mauro_A_E35.tif,CL_MLP_PAO_IF_Ortho_26_05_13_Subestacion-El-Mauro_A_E35,26_05_13,26_05,Subestacion-El-Mauro_A_E35,spatial_sector,ok,ok,Subestacion-El-Mauro_A_E35,Subestacion-El-Mauro_A_E35,52.33140519802044,84,Subestacion-El-Mauro_A_E35:52.33|Subestacion-El-Mauro_A_E35_:51.78|Subestacion-El-Mauro_A_E35:51.41|Subestacion-El-Mauro_A_E35:51.34|Subestacion-El-Mauro_A_E35:51.17|Acceso_a_pozos:32.04|Pozos_PRP:32.04|Acceso_a_pozos:31.64|Acceso_a_pozos:31.44|Acceso_a_pozos:30.73|Pozos_PRP:29.18|EBD:20.04|Subestacion-El-Mauro_A_E35_:19.10|Subestacion-El-Mauro_A_E35:18.12|TORRES_E12_-_E30_PV4:14.94|TORRES_E12_-_E30_PV4:14.93|TORRES_E12_-_E30_PV4:14.92|Linea-33-kV-NorteElMauro-Area3:14.91|TORRES_E12_-_E30_PV4:12.45|TORRES_E31_A_E48_PV4:11.90|TORRES_E31_A_E48_PV4:11.90|33-kV-NSTC-Km-74p7-a-75p5:11.89|TORRES_E31_A_E48_PV4:11.88|Linea-33-kV-NorteElMauro-Area1:11.88|EBD:11.27|EBD:11.21|EBD:11.20|EBD:11.20|EBD:11.19|EBD:11.10|EBD:11.05|TORRES_E12_-_E30_PV4:10.15|Plataforma_Integrada_El_Mauro:5.64|Plataforma_Integrada_El_Mauro:5.58|Plataforma_Integrada_El_Mauro:5.56|Plataforma_Integrada_El_Mauro:5.55|Plataforma_Integrada_El_Mauro:5.32|Plataforma_Integrada_El_Mauro:5.32|Plataforma_Integrada_El_Mauro:5.32|Plataforma_Integrada_El_Mauro:5.31|Plataforma_Integrada_El_Mauro:5.27|Plataforma_Integrada_El_Mauro:5.27|Plataforma_Integrada_El_Mauro:5.17|Plataforma_Integrada_El_Mauro:5.15|Plataforma_Integrada_El_Mauro:5.13|Plataforma_Integrada_El_Mauro:5.03|Plataforma_Integrada_El_Mauro:5.02|Plataforma_Integrada_El_Mauro:4.97|Plataforma_Integrada_El_Mauro:4.88|EM4:4.22|EM4:4.22|EM4:4.20|EM4:4.20|EM4:4.13|EM4:4.12|Estacion_Drenes_El_Mauro:4.10|EBD:4.09|Subestacion-El-Mauro_A_E35:1.19|Pozos_PRP:1.18|Pozos_PRP:1.18|Pozos_PRP:1.17|Pozos_PRP:1.16|Pozos_PRP:1.16|Pozos_PRP:1.16|Linea-33-kV-NorteElMauro-Area3_1:1.15|Linea-33-kV-NorteElMauro-Area3:1.15|Pozos_PRP:1.15|Linea-33-kV-NorteElMauro-Area3_1:1.15|Pozos_PRP:1.15|Linea-33-kV-NorteElMauro-Area3:1.14|Linea-33-kV-NorteElMauro-Area3:1.14|Linea-33-kV-NorteElMauro-Area3:1.14|TORRES_E035_E048:1.14|TORRES_E35_A_E48:1.13|TORRES_E35_A_E48:0.84|TORRES_E35_A_E48:0.22|TORRES_E35_A_E48:0.22|TORRES_E35_A_E48:0.22|TORRES_E35_A_E48:0.19|TORRES_E35_A_E48:0.18|TORRES_E35_A_E48:0.18|TORRES_E35_A_E48:0.15|TORRES_E35_A_E48:0.15|TORRES_E35_A_E48:0.14,False,,False,399.55,2026-06-05 11:46:24
True,nombre_duplicado_resuelto|cruza_multiples_sectores,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002617_GS_ORTOFOTO_SUBESTACION_EL MAURO_PRIORIDAD 1_13_05_26.tif,SOLO_TIF_19May26\GEOSP-TRN-002617_GS_ORTOFOTO_SUBESTACION_EL MAURO_PRIORIDAD 1_13_05_26.tif,GEOSP-TRN-002617_GS_ORTOFOTO_SUBESTACION_EL MAURO_PRIORIDAD 1_13_05_26.tif,CL_MLP_PAO_IF_Ortho_26_05_13_Subestacion-El-Mauro-1.tif,CL_MLP_PAO_IF_Ortho_26_05_13_Subestacion-El-Mauro.tif,CL_MLP_PAO_IF_Ortho_26_05_13_Subestacion-El-Mauro-1,26_05_13,26_05,Subestacion-El-Mauro,spatial_sector,ok,ok,Subestacion-El-Mauro,Subestacion-El-Mauro,54.916106630054614,37,Subestacion-El-Mauro:54.92|Subestacion-El-Mauro:54.87|Subestacion-El-Mauro:54.79|Subestacion-El-Mauro:54.78|Subestacion-El-Mauro:54.25|Subestacion-El-Mauro:27.20|Subestacion-El-Mauro:27.20|Subestacion-El-Mauro:27.18|Subestacion-El-Mauro:26.98|Subestacion-El-Mauro:26.95|Subestacion-El-Mauro:26.95|Subestacion-El-Mauro:26.85|Subestacion-El-Mauro_A_E35:20.81|Subestacion-El-Mauro_A_E35:20.19|Subestacion-El-Mauro_A_E35:19.75|Subestacion-El-Mauro_A_E35:19.75|Subestacion-El-Mauro_A_E35_:17.87|Subestacion-El-Mauro:17.35|Subestacion-El-Mauro_A_E35_:10.96|Subestacion-El-Mauro_A_E35:9.92|Estacion_Intermedia:8.68|Estacion_Intermedia:8.61|Estacion_Intermedia:8.60|Estacion_Intermedia:8.55|Estacion_Intermedia:8.41|Estacion_Intermedia:8.40|EB3:3.27|EB3:3.27|EB3:3.25|EB3:3.25|EB3:3.24|EB3:3.23|EB3:3.22|EB3:3.22|EB3:3.22|EB3:3.21|EB3:3.18,True,1,True,954.304,2026-06-05 11:46:33
True,cruza_multiples_sectores,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002618_GS_ORTOFOTO_EM2-2_13-05-2026.tif,SOLO_TIF_19May26\GEOSP-TRN-002618_GS_ORTOFOTO_EM2-2_13-05-2026.tif,GEOSP-TRN-002618_GS_ORTOFOTO_EM2-2_13-05-2026.tif,CL_MLP_PAO_IF_Ortho_26_05_13_EM2_S2.tif,CL_MLP_PAO_IF_Ortho_26_05_13_EM2_S2.tif,CL_MLP_PAO_IF_Ortho_26_05_13_EM2_S2,26_05_13,26_05,EM2_S2,spatial_sector,ok,ok,EM2_S2,EM2_S2,99.9999969595599,14,EM2_S2:100.00|IIFF9-PA13:98.78|IIFF9-PA13:98.02|IIFF9-PA13:97.85|IIFF9-PA13:95.37|EM2_S2:74.08|EM2_S2:74.08|EM2_S2:73.78|EM2_S2:72.44|EM2:71.91|IIFF9-PA13:71.48|IIFF9-PA13_1:70.99|EM2_2:70.98|IIFF9-PA13:15.40,False,,False,156.937,2026-06-05 11:46:35
True,nombre_duplicado_resuelto|cruza_multiples_sectores,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002619_GS_ORTOFOTO_EBD_130526.tif,SOLO_TIF_19May26\GEOSP-TRN-002619_GS_ORTOFOTO_EBD_130526.tif,GEOSP-TRN-002619_GS_ORTOFOTO_EBD_130526.tif,CL_MLP_PAO_IF_Ortho_26_05_13_EBD-1.tif,CL_MLP_PAO_IF_Ortho_26_05_13_EBD.tif,CL_MLP_PAO_IF_Ortho_26_05_13_EBD-1,26_05_13,26_05,EBD,spatial_sector,ok,ok,EBD,EBD,84.64989702235415,39,EBD:84.65|EBD:60.94|EBD:60.60|EBD:60.54|EBD:60.54|EBD:60.46|EBD:59.99|EBD:59.74|Pozos_PRP:40.11|Acceso_a_pozos:39.85|Acceso_a_pozos:39.63|Acceso_a_pozos:39.21|Pozos_PRP:38.71|Acceso_a_pozos:38.23|Estacion_Drenes_El_Mauro:22.11|EBD:22.08|Subestacion-El-Mauro_A_E35:7.82|Subestacion-El-Mauro_A_E35:7.27|Subestacion-El-Mauro_A_E35_:7.19|Subestacion-El-Mauro_A_E35:7.11|Subestacion-El-Mauro_A_E35:7.10|Pozos_PRP:6.39|Pozos_PRP:6.36|Pozos_PRP:6.35|Pozos_PRP:6.26|Pozos_PRP:6.26|Pozos_PRP:6.26|Linea-33-kV-NorteElMauro-Area3_1:6.21|Linea-33-kV-NorteElMauro-Area3:6.20|Pozos_PRP:6.20|Linea-33-kV-NorteElMauro-Area3_1:6.20|Pozos_PRP:6.20|Linea-33-kV-NorteElMauro-Area3:6.18|Linea-33-kV-NorteElMauro-Area3:6.15|Linea-33-kV-NorteElMauro-Area3:6.15|TORRES_E12_-_E30_PV4:1.91|TORRES_E12_-_E30_PV4:1.90|Linea-33-kV-NorteElMauro-Area3:1.89|TORRES_E12_-_E30_PV4:1.89,True,1,True,213.754,2026-06-05 11:46:39
True,cruza_multiples_sectores,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002620_GS_ORTOFOTO_ED2_13-05-2026.tif,SOLO_TIF_19May26\GEOSP-TRN-002620_GS_ORTOFOTO_ED2_13-05-2026.tif,GEOSP-TRN-002620_GS_ORTOFOTO_ED2_13-05-2026.tif,CL_MLP_PAO_IF_Ortho_26_05_13_ED2.tif,CL_MLP_PAO_IF_Ortho_26_05_13_ED2.tif,CL_MLP_PAO_IF_Ortho_26_05_13_ED2,26_05_13,26_05,ED2,spatial_sector,ok,ok,ED2,ED2,97.99744586710382,15,ED2:98.00|ED2:91.94|ED2:91.86|ED2:91.64|ED2:91.03|ED2:90.71|ED2:90.64|ED2:90.34|ED2:90.30|ED2:90.26|ED2:69.71|ED2:69.70|ED2:69.66|ED2:49.69|ED2:1.69,False,,False,820.834,2026-06-05 11:46:48
True,nombre_duplicado_resuelto|cruza_multiples_sectores,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002621_GS_ORTOFOTO_ESTACION DE BOMBEO Nº3_13_05_26.tif,SOLO_TIF_19May26\GEOSP-TRN-002621_GS_ORTOFOTO_ESTACION DE BOMBEO Nº3_13_05_26.tif,GEOSP-TRN-002621_GS_ORTOFOTO_ESTACION DE BOMBEO Nº3_13_05_26.tif,CL_MLP_PAO_IF_Ortho_26_05_13_Subestacion-El-Mauro-2.tif,CL_MLP_PAO_IF_Ortho_26_05_13_Subestacion-El-Mauro.tif,CL_MLP_PAO_IF_Ortho_26_05_13_Subestacion-El-Mauro-2,26_05_13,26_05,Subestacion-El-Mauro,spatial_sector,ok,ok,Subestacion-El-Mauro,Subestacion-El-Mauro,99.99998592575052,31,Subestacion-El-Mauro:100.00|Subestacion-El-Mauro:100.00|Subestacion-El-Mauro:100.00|Subestacion-El-Mauro:100.00|Subestacion-El-Mauro:100.00|Subestacion-El-Mauro:99.99|Subestacion-El-Mauro:99.99|Subestacion-El-Mauro:99.99|Subestacion-El-Mauro:99.98|Subestacion-El-Mauro:99.98|Subestacion-El-Mauro:99.98|Subestacion-El-Mauro:99.98|Subestacion-El-Mauro:99.95|EB3:69.62|EB3:69.62|EB3:69.28|EB3:69.28|EB3:69.14|EB3:68.92|EB3:68.74|EB3:68.70|EB3:68.66|EB3:68.41|EB3:67.79|Subestacion-El-Mauro_A_E35:45.06|Subestacion-El-Mauro_A_E35_:42.83|Subestacion-El-Mauro_A_E35:42.65|Subestacion-El-Mauro_A_E35:42.17|Subestacion-El-Mauro_A_E35:40.77|Subestacion-El-Mauro_A_E35:39.50|Subestacion-El-Mauro_A_E35_:26.45,True,2,True,56.175,2026-06-05 11:46:51
True,nombre_duplicado_resuelto|cruza_multiples_sectores,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002622_GS_ORTOFOTO_POZOS PRP_130526.tif,SOLO_TIF_19May26\GEOSP-TRN-002622_GS_ORTOFOTO_POZOS PRP_130526.tif,GEOSP-TRN-002622_GS_ORTOFOTO_POZOS PRP_130526.tif,CL_MLP_PAO_IF_Ortho_26_05_13_EBD-2.tif,CL_MLP_PAO_IF_Ortho_26_05_13_EBD.tif,CL_MLP_PAO_IF_Ortho_26_05_13_EBD-2,26_05_13,26_05,EBD,spatial_sector,ok,ok,EBD,EBD,99.9999741308907,30,EBD:100.00|EBD:98.94|EBD:98.93|EBD:98.90|EBD:98.83|EBD:98.83|EBD:98.81|EBD:98.70|Pozos_PRP:85.52|Acceso_a_pozos:84.68|Acceso_a_pozos:84.33|Acceso_a_pozos:83.64|Pozos_PRP:82.73|Acceso_a_pozos:82.16|Pozos_PRP:55.90|Pozos_PRP:55.64|Pozos_PRP:55.55|Pozos_PRP:54.75|Pozos_PRP:54.75|Pozos_PRP:54.75|Linea-33-kV-NorteElMauro-Area3_1:54.32|Linea-33-kV-NorteElMauro-Area3:54.30|Pozos_PRP:54.26|Linea-33-kV-NorteElMauro-Area3_1:54.26|Pozos_PRP:54.25|Linea-33-kV-NorteElMauro-Area3:54.05|Linea-33-kV-NorteElMauro-Area3:53.87|Linea-33-kV-NorteElMauro-Area3:53.85|EBD:1.11|Estacion_Drenes_El_Mauro:1.08,True,2,True,29.052,2026-06-05 11:46:53
True,cruza_multiples_sectores,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002623_GS_ORTOFOTO_ESTACIÓN INTERMEDIA 3_13-05-2026.tif,SOLO_TIF_19May26\GEOSP-TRN-002623_GS_ORTOFOTO_ESTACIÓN INTERMEDIA 3_13-05-2026.tif,GEOSP-TRN-002623_GS_ORTOFOTO_ESTACIÓN INTERMEDIA 3_13-05-2026.tif,CL_MLP_PAO_IF_Ortho_26_05_13_Estacion_Intermedia.tif,CL_MLP_PAO_IF_Ortho_26_05_13_Estacion_Intermedia.tif,CL_MLP_PAO_IF_Ortho_26_05_13_Estacion_Intermedia,26_05_13,26_05,Estacion_Intermedia,spatial_sector,ok,ok,Estacion_Intermedia,Estacion_Intermedia,64.01341248077127,26,Estacion_Intermedia:64.01|Estacion_Intermedia:62.46|Estacion_Intermedia:60.66|Estacion_Intermedia:59.12|Estacion_Intermedia:57.36|Estacion_Intermedia:56.30|Subestacion-El-Mauro_A_E35:15.68|Subestacion-El-Mauro_A_E35:14.98|Subestacion-El-Mauro_A_E35_:14.96|Subestacion-El-Mauro_A_E35:14.78|Subestacion-El-Mauro_A_E35:14.73|Subestacion-El-Mauro_A_E35_:6.22|Subestacion-El-Mauro_A_E35:5.90|Subestacion-El-Mauro:2.90|Subestacion-El-Mauro:2.88|Subestacion-El-Mauro:2.85|Subestacion-El-Mauro:2.85|Subestacion-El-Mauro:2.80|Subestacion-El-Mauro:1.77|Subestacion-El-Mauro:1.77|Subestacion-El-Mauro:1.76|Subestacion-El-Mauro:1.69|Subestacion-El-Mauro:1.69|Subestacion-El-Mauro:1.69|Subestacion-El-Mauro:1.65|Subestacion-El-Mauro:1.57,False,,False,1813.409,2026-06-05 11:47:08
True,cruza_multiples_sectores,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002627_GS_ORTOFOTO_EM3_14-05-2026.tif,SOLO_TIF_19May26\GEOSP-TRN-002627_GS_ORTOFOTO_EM3_14-05-2026.tif,GEOSP-TRN-002627_GS_ORTOFOTO_EM3_14-05-2026.tif,CL_MLP_PAO_IF_Ortho_26_05_14_EM3.tif,CL_MLP_PAO_IF_Ortho_26_05_14_EM3.tif,CL_MLP_PAO_IF_Ortho_26_05_14_EM3,26_05_14,26_05,EM3,spatial_sector,ok,ok,EM3,EM3,60.93276368991606,6,EM3:60.93|EM3:60.63|EM3:60.60|EM3:60.45|EM3:59.62|EM3:59.28,False,,False,1021.143,2026-06-05 11:47:19
True,cruza_multiples_sectores,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002629_GS_ORTOFOTO_Camino alternativo Salamanca_ (Prioridad 22)_14_05_26.tif,SOLO_TIF_19May26\GEOSP-TRN-002629_GS_ORTOFOTO_Camino alternativo Salamanca_ (Prioridad 22)_14_05_26.tif,GEOSP-TRN-002629_GS_ORTOFOTO_Camino alternativo Salamanca_ (Prioridad 22)_14_05_26.tif,CL_MLP_PAO_IF_Ortho_26_05_14_Camino_Alternativo_Salamanca.tif,CL_MLP_PAO_IF_Ortho_26_05_14_Camino_Alternativo_Salamanca.tif,CL_MLP_PAO_IF_Ortho_26_05_14_Camino_Alternativo_Salamanca,26_05_14,26_05,Camino_Alternativo_Salamanca,spatial_sector,ok,ok,Camino_Alternativo_Salamanca,Camino_Alternativo_Salamanca,93.31608094226638,7,Camino_Alternativo_Salamanca:93.32|Camino_Alternativo_Salamanca:28.22|Camino_Alternativo_Salamanca:18.39|Camino_Alternativo_Salamanca:18.11|Camino_Alternativo_Salamanca:17.84|Camino_Alternativo_Salamanca:15.28|Camino_Alternativo_Salamanca:13.47,False,,False,56.639,2026-06-05 11:47:23
True,nombre_duplicado_resuelto|cruza_multiples_sectores,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002630_GD_ORTOFOTO_Tramo 2 linea 22 KV E-35 - E48_14-05-2026.tif,SOLO_TIF_19May26\GEOSP-TRN-002630_GD_ORTOFOTO_Tramo 2 linea 22 KV E-35 - E48_14-05-2026.tif,GEOSP-TRN-002630_GD_ORTOFOTO_Tramo 2 linea 22 KV E-35 - E48_14-05-2026.tif,CL_MLP_PAO_IF_Ortho_26_05_14_TORRES_E31_A_E48_PV4-1.tif,CL_MLP_PAO_IF_Ortho_26_05_14_TORRES_E31_A_E48_PV4.tif,CL_MLP_PAO_IF_Ortho_26_05_14_TORRES_E31_A_E48_PV4-1,26_05_14,26_05,TORRES_E31_A_E48_PV4,spatial_sector,ok,ok,TORRES_E31_A_E48_PV4,TORRES_E31_A_E48_PV4,35.00419825351661,43,TORRES_E31_A_E48_PV4:35.00|TORRES_E31_A_E48_PV4:34.95|Linea-33-kV-NorteElMauro-Area1:34.89|33-kV-NSTC-Km-74p7-a-75p5:34.87|TORRES_E31_A_E48_PV4:34.72|Subestacion-El-Mauro_A_E35:32.63|TORRES_E35_A_E48:32.00|TORRES_E035_E048:31.99|TORRES_E35_A_E48:31.89|TORRES_E35_A_E48:25.90|TORRES_E35_A_E48:19.70|TORRES_E35_A_E48:19.67|TORRES_E35_A_E48:19.67|TORRES_E35_A_E48:19.45|TORRES_E35_A_E48:19.22|TORRES_E35_A_E48:19.08|TORRES_E35_A_E48:18.62|TORRES_E35_A_E48:18.18|Subestacion-El-Mauro_A_E35:5.03|Subestacion-El-Mauro_A_E35:4.66|Subestacion-El-Mauro_A_E35_:4.53|Subestacion-El-Mauro_A_E35:4.48|Subestacion-El-Mauro_A_E35:4.27|Subestacion-El-Mauro_A_E35_:4.22|Subestacion-El-Mauro_A_E35:4.10|TORRE_E48_A_E84_PV4:2.26|InstalacionesTipay:2.25|TORRES_E48_A_E84_PV4:2.25|TORRE_E48_A_E84_PV4:2.23|TORRES_E48_A_E84_PV4:1.89|TORRES_E48_A_E84_PV4:0.47|TORRES_E48_A_E84_PV4:0.46|Pozos_PRP:0.44|Acceso_a_pozos:0.44|Acceso_a_pozos:0.43|TORRES_E48_A_E84_PV4:0.43|TORRES_E48_A_E84_PV4:0.41|Acceso_a_pozos:0.41|Pozos_PRP:0.39|Acceso_a_pozos:0.39|TORRES_E48_A_E84_PV4:0.32|TORRES_E48_A_E84_PV4:0.22|TORRES_E48_A_E84_PV4:0.21,True,1,True,650.561,2026-06-05 11:47:29
True,cruza_multiples_sectores,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002631_GS_ORTOFOTO_EM4_14-05-2026.tif,SOLO_TIF_19May26\GEOSP-TRN-002631_GS_ORTOFOTO_EM4_14-05-2026.tif,GEOSP-TRN-002631_GS_ORTOFOTO_EM4_14-05-2026.tif,CL_MLP_PAO_IF_Ortho_26_05_14_Subestacion-El-Mauro_A_E35.tif,CL_MLP_PAO_IF_Ortho_26_05_14_Subestacion-El-Mauro_A_E35.tif,CL_MLP_PAO_IF_Ortho_26_05_14_Subestacion-El-Mauro_A_E35,26_05_14,26_05,Subestacion-El-Mauro_A_E35,spatial_sector,ok,ok,Subestacion-El-Mauro_A_E35,Subestacion-El-Mauro_A_E35,74.3341575695062,57,Subestacion-El-Mauro_A_E35:74.33|Subestacion-El-Mauro_A_E35:73.65|Subestacion-El-Mauro_A_E35:73.56|Subestacion-El-Mauro_A_E35:73.40|Subestacion-El-Mauro_A_E35_:72.79|EM4:62.04|EM4:61.88|EM4:61.79|EM4:61.76|EM4:61.06|EM4:54.67|Subestacion-El-Mauro_A_E35_:40.21|Subestacion-El-Mauro_A_E35:39.38|EM4_PR2:31.56|EM4_PR2:31.53|Linea-33-kV-NorteElMauro-Area6:31.53|EM4:19.99|Linea-33-kV-NorteElMauro-Area7:19.97|EM4:19.68|EM4:19.57|Hidrociclones:19.10|Plataforma_Integrada_El_Mauro:18.07|Plataforma_Integrada_El_Mauro:17.53|Plataforma_Integrada_El_Mauro:17.19|Plataforma_Integrada_El_Mauro:16.83|Plataforma_Integrada_El_Mauro:16.67|Plataforma_Integrada_El_Mauro:16.56|Plataforma_Integrada_El_Mauro:15.82|Plataforma_Integrada_El_Mauro:14.70|Plataforma_Integrada_El_Mauro:13.68|Plataforma_Integrada_El_Mauro:13.43|EM4:10.75|Plataforma_Integrada_El_Mauro:7.46|Plataforma_Integrada_El_Mauro:7.45|Plataforma_Integrada_El_Mauro:7.40|Plataforma_Integrada_El_Mauro:7.12|Plataforma_Integrada_El_Mauro:6.53|Plataforma_Integrada_El_Mauro:6.53|Plataforma_Integrada_El_Mauro:6.52|EM4:6.36|EM4:6.36|EM4:6.34|Pozos_PRP:4.77|Acceso_a_pozos:4.74|Acceso_a_pozos:4.61|Acceso_a_pozos:4.58|Acceso_a_pozos:4.41|EBR:3.69|EBR:2.96|Pozos_PRP:2.19|EBR:2.05|TORRES_E12_-_E30_PV4:0.06|TORRES_E12_-_E30_PV4:0.06|Linea-33-kV-NorteElMauro-Area3:0.06|TORRES_E12_-_E30_PV4:0.05|TORRES_E12_-_E30_PV4:0.05|TORRES_E12_-_E30_PV4:0.04,False,,False,2073.665,2026-06-05 11:47:46
True,nombre_duplicado_resuelto|cruza_multiples_sectores,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002635_GS_ORTOFOTO_HELIPUERTO MAURO_150526.tif,SOLO_TIF_19May26\GEOSP-TRN-002635_GS_ORTOFOTO_HELIPUERTO MAURO_150526.tif,GEOSP-TRN-002635_GS_ORTOFOTO_HELIPUERTO MAURO_150526.tif,CL_MLP_PAO_IF_Ortho_26_05_15_Helipuerto-1.tif,CL_MLP_PAO_IF_Ortho_26_05_15_Helipuerto.tif,CL_MLP_PAO_IF_Ortho_26_05_15_Helipuerto-1,26_05_15,26_05,Helipuerto,spatial_sector,ok,ok,Helipuerto,Helipuerto,56.886259905107906,5,Helipuerto:56.89|Helipuerto:56.89|Helipuerto:56.34|Helipuerto:56.10|Helipuerto:55.91,True,1,True,85.96,2026-06-05 11:47:50
True,nombre_duplicado_resuelto|cruza_multiples_sectores,\\amssclgis10.ams.gmams.cl\CL_MLP_PAO\Vuelos_Drone_Sin_Procesar\INPUT\20260519_Geosupport\SOLO_TIF_19May26\GEOSP-TRN-002636_GS_ORTOFOTO_HELIPUERTO MAURO_150526.tif,SOLO_TIF_19May26\GEOSP-TRN-002636_GS_ORTOFOTO_HELIPUERTO MAURO_150526.tif,GEOSP-TRN-002636_GS_ORTOFOTO_HELIPUERTO MAURO_150526.tif,CL_MLP_PAO_IF_Ortho_26_05_15_Helipuerto-2.tif,CL_MLP_PAO_IF_Ortho_26_05_15_Helipuerto.tif,CL_MLP_PAO_IF_Ortho_26_05_15_Helipuerto-2,26_05_15,26_05,Helipuerto,spatial_sector,ok,ok,Helipuerto,Helipuerto,56.886259905107906,5,Helipuerto:56.89|Helipuerto:56.89|Helipuerto:56.34|Helipuerto:56.10|Helipuerto:55.91,True,2,True,85.96,2026-06-05 11:47:54
